ax,ay,az,gx,gy,gz,temp_raw,flags,ax_g,ay_g,az_g,a_mag
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1787,26557,0,0,0,0,0,0,0.22337500000000002,3.3196250000000003,0.0,3.3271318776462713
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,1843,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1851,26557,0,0,0,0,0,0,0.231375,3.3196250000000003,0.0,3.327678549867761
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,1907,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1916,26557,0,0,0,0,0,0,0.23950000000000002,3.3196250000000003,0.0,3.3282533543324195
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,1972,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
1980,26557,0,0,0,0,0,0,0.2475,3.3196250000000003,0.0,3.3288385948593247
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2037,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2045,26557,0,0,0,0,0,0,0.255625,3.3196250000000003,0.0,3.329452549782021
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2101,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2109,26557,0,0,0,0,0,0,0.263625,3.3196250000000003,0.0,3.330076317631475
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2166,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2174,26557,0,0,0,0,0,0,0.27175,3.3196250000000003,0.0,3.3307293800495112
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2230,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2238,26557,0,0,0,0,0,0,0.27975,3.3196250000000003,0.0,3.3313916316045766
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2295,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2303,26557,0,0,0,0,0,0,0.287875,3.3196250000000003,0.0,3.332083755887598
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2360,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2368,26557,0,0,0,0,0,0,0.296,3.3196250000000003,0.0,3.332795544377873
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2425,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2433,26557,0,0,0,0,0,0,0.304125,3.3196250000000003,0.0,3.333526984479052
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2490,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2498,26557,0,0,0,0,0,0,0.31225,3.3196250000000003,0.0,3.3342780632582225
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2555,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2563,26557,0,0,0,0,0,0,0.320375,3.3196250000000003,0.0,3.3350487674470375
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2619,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2628,26557,0,0,0,0,0,0,0.3285,3.3196250000000003,0.0,3.3358390834428753
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2684,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2692,26557,0,0,0,0,0,0,0.3365,3.3196250000000003,0.0,3.3366363887341697
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2749,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2757,26557,0,0,0,0,0,0,0.344625,3.3196250000000003,0.0,3.337465585028556
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2814,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2822,26557,0,0,0,0,0,0,0.35275,3.3196250000000003,0.0,3.3383143505555317
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2879,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2887,26557,0,0,0,0,0,0,0.360875,3.3196250000000003,0.0,3.3391826703925624
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,2944,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2952,26557,0,0,0,0,0,0,0.369,3.3196250000000003,0.0,3.340070529289015
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3008,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3016,26557,0,0,0,0,0,0,0.377,3.3196250000000003,0.0,3.3409638041476897
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3073,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3081,26557,0,0,0,0,0,0,0.385125,3.3196250000000003,0.0,3.341890394110795
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3137,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3145,26557,0,0,0,0,0,0,0.393125,3.3196250000000003,0.0,3.3428217730309826
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3202,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3210,26557,0,0,0,0,0,0,0.40125,3.3196250000000003,0.0,3.3437870301687878
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3266,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3274,26557,0,0,0,0,0,0,0.40925,3.3196250000000003,0.0,3.344756448999688
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3331,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3339,26557,0,0,0,0,0,0,0.417375,3.3196250000000003,0.0,3.3457603069033506
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3395,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3403,26557,0,0,0,0,0,0,0.425375,3.3196250000000003,0.0,3.3467676990269286
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3460,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3468,26557,0,0,0,0,0,0,0.4335,3.3196250000000003,0.0,3.347810088793121
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3524,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3532,26557,0,0,0,0,0,0,0.4415,3.3196250000000003,0.0,3.348855385146543
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3589,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3597,26557,0,0,0,0,0,0,0.449625,3.3196250000000003,0.0,3.349936235400609
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3653,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3662,26557,0,0,0,0,0,0,0.45775,3.3196250000000003,0.0,3.3510364371526915
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3718,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3726,26557,0,0,0,0,0,0,0.46575,3.3196250000000003,0.0,3.3521386014192496
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3783,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3791,26557,0,0,0,0,0,0,0.473875,3.3196250000000003,0.0,3.3532771517203885
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3847,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3856,26557,0,0,0,0,0,0,0.482,3.3196250000000003,0.0,3.3544349957369874
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3912,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3920,26557,0,0,0,0,0,0,0.49,3.3196250000000003,0.0,3.3555938581158777
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,3977,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
3985,26557,0,0,0,0,0,0,0.498125,3.3196250000000003,0.0,3.3567899332919247
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4041,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4049,26557,0,0,0,0,0,0,0.506125,3.3196250000000003,0.0,3.357986399056733
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4106,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4114,26557,0,0,0,0,0,0,0.51425,3.3196250000000003,0.0,3.3592206243599128
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4170,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4178,26557,0,0,0,0,0,0,0.52225,3.3196250000000003,0.0,3.360454612567324
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4235,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4243,26557,0,0,0,0,0,0,0.530375,3.3196250000000003,0.0,3.3617269046206
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4300,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4308,26557,0,0,0,0,0,0,0.5385,3.3196250000000003,0.0,3.363018345270362
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4365,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4373,26557,0,0,0,0,0,0,0.546625,3.3196250000000003,0.0,3.364328912465308
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,5289,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5292,26557,0,0,1,0,0,0,0.6615,3.3196250000000003,0.0,3.384891784182325
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,6307,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
6311,26557,0,0,1,0,0,0,0.788875,3.3196250000000003,0.0,3.4120717908991893
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7247,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7253,26557,0,0,0,0,0,0,0.906625,3.3196250000000003,0.0,3.4412031371672906
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7658,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7665,26557,0,0,0,0,0,0,0.958125,3.3196250000000003,0.0,3.4551286019843026
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7721,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7729,26557,0,0,0,0,0,0,0.966125,3.3196250000000003,0.0,3.4573555871865427
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7786,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7794,26557,0,0,0,0,0,0,0.9742500000000001,3.3196250000000003,0.0,3.4596348366735183
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7850,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7858,26557,0,0,0,0,0,0,0.9822500000000001,3.3196250000000003,0.0,3.461896186069854
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7915,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7923,26557,0,0,0,0,0,0,0.990375,3.3196250000000003,0.0,3.464210268048116
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,7979,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7987,26557,0,0,0,0,0,0,0.998375,3.3196250000000003,0.0,3.4665058461295
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8044,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8052,26557,0,0,0,0,0,0,1.0065,3.3196250000000003,0.0,3.4688546222960976
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8108,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8116,26557,0,0,0,0,0,0,1.0145,3.3196250000000003,0.0,3.4711842922301033
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8173,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8181,26557,0,0,0,0,0,0,1.0226250000000001,3.3196250000000003,0.0,3.47356762295626
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8237,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8246,26557,0,0,0,0,0,0,1.03075,3.3196250000000003,0.0,3.4759683115824003
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8302,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8310,26557,0,0,0,0,0,0,1.03875,3.3196250000000003,0.0,3.4783489909905536
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8366,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8375,26557,0,0,0,0,0,0,1.046875,3.3196250000000003,0.0,3.4807840217758415
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8431,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8439,26557,0,0,0,0,0,0,1.054875,3.3196250000000003,0.0,3.483198444856394
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8495,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8504,26557,0,0,0,0,0,0,1.063,3.3196250000000003,0.0,3.4856676750122064
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8560,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8568,26557,0,0,0,0,0,0,1.071,3.3196250000000003,0.0,3.488115700578896
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8624,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8633,26557,0,0,0,0,0,0,1.0791250000000001,3.3196250000000003,0.0,3.490618986118365
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,8689,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8697,26557,0,0,1,0,0,0,1.0871250000000001,3.3196250000000003,0.0,3.493100471822991
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,9603,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
9606,26557,0,0,0,0,0,0,1.20075,3.3196250000000003,0.0,3.5301148286033137
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,10525,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
10530,26557,0,0,1,0,0,0,1.31625,3.3196250000000003,0.0,3.5710536544730047
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,11448,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
11454,26557,0,0,0,0,0,0,1.43175,3.3196250000000003,0.0,3.6152203533291027
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,12370,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
12378,26557,0,0,0,0,0,0,1.54725,3.3196250000000003,0.0,3.662498150596803
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13292,26557,0,0,0.0,0.0,0.0,0.0
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13295,26557,0,0,1,0,0,0,1.661875,3.3196250000000003,0.0,3.7123764162932082
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13359,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13363,26557,0,0,1,0,0,0,1.670375,3.3196250000000003,0.0,3.716189282215049
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13420,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13428,26557,0,0,1,0,0,0,1.6785,3.3196250000000003,0.0,3.719848436512569
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13484,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13492,26557,0,0,1,0,0,0,1.6865,3.3196250000000003,0.0,3.7234651053319947
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13549,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13557,26557,0,0,1,0,0,0,1.694625,3.3196250000000003,0.0,3.7271522683209497
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13613,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13621,26557,0,0,1,0,0,0,1.702625,3.3196250000000003,0.0,3.730796433906573
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13678,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13686,26557,0,0,1,0,0,0,1.71075,3.3196250000000003,0.0,3.7345114410221054
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13742,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13750,26557,0,0,1,0,0,0,1.71875,3.3196250000000003,0.0,3.738182941366701
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13807,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13815,26557,0,0,1,0,0,0,1.726875,3.3196250000000003,0.0,3.7419256281024618
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13871,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13879,26557,0,0,1,0,0,0,1.734875,3.3196250000000003,0.0,3.7456243012680814
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,13936,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
13944,26557,0,0,1,0,0,0,1.743,3.3196250000000003,0.0,3.749394503199817
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14000,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14008,26557,0,0,1,0,0,0,1.7510000000000001,3.3196250000000003,0.0,3.753120187340795
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14065,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14073,26557,0,0,1,0,0,0,1.759125,3.3196250000000003,0.0,3.756917740149497
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14129,26557,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14137,26557,0,0,1,0,0,0,1.767125,3.3196250000000003,0.0,3.7606702735350255
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14194,26557,0,0,0.0,0.0,0.0,0.0
