ax,ay,az,gx,gy,gz,temp_raw,flags,ax_g,ay_g,az_g,a_mag
14789,26558,0,0,1,0,0,0,1.848625,3.31975,0.0,3.7997571571253075
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14797,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14854,26558,0,0,1,0,0,0,1.8567500000000001,3.31975,0.0,3.8037166856904574
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14862,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14919,26558,0,0,1,0,0,0,1.864875,3.31975,0.0,3.8076894343059284
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14927,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14984,26558,0,0,1,0,0,0,1.873,3.31975,0.0,3.8116753616356154
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,14992,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15048,26558,0,0,1,0,0,0,1.881,3.31975,0.0,3.8156128030108087
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15057,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15113,26558,0,0,1,0,0,0,1.889125,3.31975,0.0,3.8196247627384814
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15122,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15178,26558,0,0,1,0,0,0,1.89725,3.31975,0.0,3.823649778026225
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15186,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15243,26558,0,0,1,0,0,0,1.905375,3.31975,0.0,3.8276878076882133
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15251,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15308,26558,0,0,1,0,0,0,1.9135,3.31975,0.0,3.831738810579343
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15316,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15373,26558,0,0,1,0,0,0,1.9216250000000001,3.31975,0.0,3.8358027455964154
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15381,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15438,26558,0,0,1,0,0,0,1.92975,3.31975,0.0,3.8398795716792993
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15446,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15503,26558,0,0,1,0,0,0,1.937875,3.31975,0.0,3.843969247812084
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15511,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15568,26558,0,0,1,0,0,0,1.946,3.31975,0.0,3.848071733024217
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15576,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15633,26558,0,0,1,0,0,0,1.9541250000000001,3.31975,0.0,3.8521869863916263
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15641,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15698,26558,0,0,1,0,0,0,1.96225,3.31975,0.0,3.8563149670378327
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15706,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15763,26558,0,0,1,0,0,0,1.970375,3.31975,0.0,3.8604556341350436
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15771,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15827,26558,0,0,1,0,0,0,1.978375,3.31975,0.0,3.8645449542119445
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15836,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15892,26558,0,0,1,0,0,0,1.9865,3.31975,0.0,3.8687106783139003
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15901,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15957,26558,0,0,1,0,0,0,1.994625,3.31975,0.0,3.8728889673117406
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,15965,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16022,26558,0,0,1,0,0,0,2.0027500000000003,3.31975,0.0,3.877079780582288
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16030,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16087,26558,0,0,1,0,0,0,2.010875,3.31975,0.0,3.8812830775563123
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16095,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16152,26558,0,0,1,0,0,0,2.019,3.31975,0.0,3.8854988177195473
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16160,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16217,26558,0,0,1,0,0,0,2.027125,3.31975,0.0,3.8897269606136877
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16225,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16282,26558,0,0,1,0,0,0,2.03525,3.31975,0.0,3.8939674658373815
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16290,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16347,26558,0,0,1,0,0,0,2.043375,3.31975,0.0,3.8982202930472005
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16355,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16412,26558,0,0,1,0,0,0,2.0515,3.31975,0.0,3.9024854019586033
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16420,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16477,26558,0,0,1,0,0,0,2.059625,3.31975,0.0,3.906762752346884
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16485,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16542,26558,0,0,1,0,0,0,2.06775,3.31975,0.0,3.9110523040481064
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16550,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16607,26558,0,0,1,0,0,0,2.075875,3.31975,0.0,3.9153540169600247
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16615,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16672,26558,0,0,1,0,0,0,2.084,3.31975,0.0,3.919667851042994
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16680,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16737,26558,0,0,1,0,0,0,2.0921250000000002,3.31975,0.0,3.9239937663208644
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16745,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16801,26558,0,0,1,0,0,0,2.1001250000000002,3.31975,0.0,3.9282648940881013
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16810,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16866,26558,0,0,1,0,0,0,2.10825,3.31975,0.0,3.9326146677496894
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16874,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16931,26558,0,0,1,0,0,0,2.116375,3.31975,0.0,3.9369764036789707
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,16939,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16996,26558,0,0,1,0,0,0,2.1245,3.31975,0.0,3.9413500621614417
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17004,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17061,26558,0,0,1,0,0,0,2.132625,3.31975,0.0,3.9457356035503697
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17069,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17126,26558,0,0,1,0,0,0,2.14075,3.31975,0.0,3.9501329882676104
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17134,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17191,26558,0,0,1,0,0,0,2.148875,3.31975,0.0,3.9545421768044147
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17199,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17256,26558,0,0,1,0,0,0,2.157,3.31975,0.0,3.9589631297222256
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17264,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17321,26558,0,0,1,0,0,0,2.165125,3.31975,0.0,3.9633958076534572
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17329,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17386,26558,0,0,1,0,0,0,2.17325,3.31975,0.0,3.9678401713022664
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17394,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17451,26558,0,0,1,0,0,0,2.181375,3.31975,0.0,3.9722961814453113
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17459,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17516,26558,0,0,1,0,0,0,2.1895000000000002,3.31975,0.0,3.9767637989324935
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17524,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17581,26558,0,0,1,0,0,0,2.197625,3.31975,0.0,3.9812429846876967
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17589,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17645,26558,0,0,1,0,0,0,2.205625,3.31975,0.0,3.9856645246589686
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17654,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17710,26558,0,0,1,0,0,0,2.21375,3.31975,0.0,3.990166553541343
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17718,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17775,26558,0,0,1,0,0,0,2.2218750000000003,3.31975,0.0,3.9946800345115254
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17783,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17840,26558,0,0,1,0,0,0,2.23,3.31975,0.0,3.9992049287952223
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17848,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17905,26558,0,0,1,0,0,0,2.238125,3.31975,0.0,4.0037411976956
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17913,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17970,26558,0,0,1,0,0,0,2.24625,3.31975,0.0,4.0082888025939445
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,17978,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18035,26558,0,0,1,0,0,0,2.254375,3.31975,0.0,4.012847704950314
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18043,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18100,26558,0,0,1,0,0,0,2.2625,3.31975,0.0,4.017417866304177
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18108,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18165,26558,0,0,1,0,0,0,2.270625,3.31975,0.0,4.0219992482750415
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18173,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18230,26558,0,0,1,0,0,0,2.27875,3.31975,0.0,4.026591812563076
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18238,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18295,26558,0,0,1,0,0,0,2.286875,3.31975,0.0,4.0311955209497095
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18303,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18360,26558,0,0,1,0,0,0,2.295,3.31975,0.0,4.035810335298229
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18368,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18425,26558,0,0,1,0,0,0,2.303125,3.31975,0.0,4.040436217554362
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18433,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18490,26558,0,0,1,0,0,0,2.3112500000000002,3.31975,0.0,4.045073129746853
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18498,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18555,26558,0,0,1,0,0,0,2.319375,3.31975,0.0,4.04972103398802
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18563,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18619,26558,0,0,1,0,0,0,2.327375,3.31975,0.0,4.054308134950401
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18628,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18684,26558,0,0,1,0,0,0,2.3355,3.31975,0.0,4.058977742301625
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18693,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18749,26558,0,0,1,0,0,0,2.343625,3.31975,0.0,4.063658229123729
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18757,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18814,26558,0,0,1,0,0,0,2.35175,3.31975,0.0,4.068349557867416
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18822,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18879,26558,0,0,1,0,0,0,2.359875,3.31975,0.0,4.073051691069609
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18887,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
18944,26558,0,0,1,0,0,0,2.368,3.31975,0.0,4.077764591353944
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,18952,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19009,26558,0,0,1,0,0,0,2.376125,3.31975,0.0,4.082488221431263
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19017,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19074,26558,0,0,1,0,0,0,2.38425,3.31975,0.0,4.087222544100088
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19082,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19139,26558,0,0,1,0,0,0,2.392375,3.31975,0.0,4.091967522247091
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19147,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19204,26558,0,0,1,0,0,0,2.4005,3.31975,0.0,4.09672311884755
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19212,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19269,26558,0,0,1,0,0,0,2.4086250000000002,3.31975,0.0,4.101489296965799
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19277,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19334,26558,0,0,1,0,0,0,2.41675,3.31975,0.0,4.106266019755661
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19342,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19398,26558,0,0,1,0,0,0,2.42475,3.31975,0.0,4.110979521354977
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19407,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19463,26558,0,0,1,0,0,0,2.432875,3.31975,0.0,4.115777062490752
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19472,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19528,26558,0,0,1,0,0,0,2.441,3.31975,0.0,4.1205850388628065
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19536,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19593,26558,0,0,1,0,0,0,2.449125,3.31975,0.0,4.125403413985716
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19601,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19658,26558,0,0,1,0,0,0,2.45725,3.31975,0.0,4.130232151465581
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19666,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19723,26558,0,0,1,0,0,0,2.465375,3.31975,0.0,4.135071215000414
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19731,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19788,26558,0,0,1,0,0,0,2.4735,3.31975,0.0,4.139920568380509
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19796,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19853,26558,0,0,1,0,0,0,2.481625,3.31975,0.0,4.144780175488804
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19861,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19918,26558,0,0,1,0,0,0,2.48975,3.31975,0.0,4.1496500003012295
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19926,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19983,26558,0,0,1,0,0,0,2.497875,3.31975,0.0,4.154530006887061
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,19991,26558,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
20048,26558,0,0,1,0,0,0,2.5060000000000002,3.31975,0.0,4.159420159409241
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,20056,26558,0,0,0.0,0.0,0.0,0.0
