0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
0,0,0,0,15936,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15944,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16001,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16009,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16065,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16073,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16130,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16138,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16194,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16202,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16259,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16267,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16323,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16331,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16388,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16396,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16452,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16460,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16517,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16525,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16581,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16589,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16646,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16654,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16710,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16718,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16775,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16783,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16839,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16847,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16904,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16912,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,16969,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16977,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17034,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17042,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17099,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17107,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17163,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17172,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17228,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17237,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17293,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17302,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17358,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17366,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17423,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17431,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17488,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17496,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17553,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17561,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17618,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17626,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17683,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17691,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17748,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17756,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17813,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17821,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17878,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17886,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,17943,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
17951,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18008,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18016,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18073,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18081,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18138,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18146,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18203,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18211,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18268,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18276,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18332,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18341,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18397,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18406,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18462,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18470,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18527,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18535,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18592,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18600,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18657,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18665,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18722,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18730,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18787,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18795,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18852,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18860,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18917,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18925,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,18982,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18990,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19047,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19055,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19112,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19120,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19177,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19185,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19242,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19250,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19307,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19315,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19372,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19380,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19436,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19445,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19501,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19509,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19566,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19574,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19631,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19639,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19696,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19704,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19761,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19769,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19826,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19834,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19891,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19899,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19956,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19964,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20021,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20029,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20086,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20094,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20151,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20159,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20216,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20224,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20281,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20289,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20346,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20354,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20410,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20418,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20475,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20483,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20539,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20547,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20604,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20612,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20668,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20676,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20733,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20741,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20797,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20805,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20862,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20870,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20926,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20934,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20991,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20999,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21055,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21063,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21120,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21128,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21184,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21192,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21249,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21257,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21313,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21321,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21378,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21386,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21442,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21450,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21507,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21515,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21571,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21580,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21636,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21644,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21701,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21709,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21766,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21774,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21831,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21839,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21896,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21904,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21960,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21968,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22025,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22033,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22089,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22097,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22154,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22162,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22218,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22226,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22283,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22291,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22348,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22356,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22412,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22420,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22477,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22485,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22542,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22550,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22606,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22614,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22670,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22679,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22735,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22743,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22800,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22808,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22864,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22872,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22929,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22937,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22993,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23001,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23058,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23066,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23122,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23130,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23187,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23195,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23251,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23259,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23316,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23324,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23380,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23388,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23445,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23453,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23509,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23517,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23574,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23582,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23638,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23646,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23703,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23711,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23768,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23776,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23833,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23841,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23898,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23906,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23963,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23971,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24028,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24036,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24093,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24101,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24158,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24166,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24222,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24231,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24287,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24296,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24352,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24361,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24417,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24425,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24482,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24491,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24547,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24555,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24612,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24620,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24677,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24685,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24741,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24749,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24806,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24814,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24870,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24878,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24935,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24943,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24999,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25008,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25064,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25072,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25128,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25137,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25193,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25201,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25258,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25266,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25322,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25330,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25387,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25395,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25451,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25459,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25516,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25524,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25580,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25588,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25645,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25653,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25709,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25717,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25774,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25782,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25838,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25847,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25903,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25912,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25968,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25976,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26033,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26041,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26098,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26106,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26163,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26171,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26228,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26236,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26293,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26301,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26358,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26366,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26423,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26431,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26488,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26496,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26553,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26561,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26618,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26626,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26683,26557,0,0
