0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19459,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19467,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19523,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19531,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19588,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19596,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19652,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,19660,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
20581,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,20585,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21504,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,21510,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
22437,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,22443,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23458,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,23466,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
24380,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,24382,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
25302,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,25307,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26224,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26231,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26934,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26935,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27856,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27859,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28778,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28784,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29701,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29709,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30623,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30625,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31576,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31580,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32498,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32504,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32116,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32116,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31194,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31191,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30140,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30135,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29218,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29211,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28296,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28294,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-27374,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-27369,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-26451,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-26444,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-25528,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-25520,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-24605,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-24603,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-24442,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-24437,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-23533,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-23529,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-22611,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-22605,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-21688,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-21680,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-21046,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-21043,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-20123,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-20118,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-19201,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-19194,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-18279,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-18277,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-17357,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-17353,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-17182,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-17176,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-16271,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-16268,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-15347,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-15343,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-14424,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-14418,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-14134,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-14133,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-14073,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-13522,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-13520,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-12600,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-12596,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-11678,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-11672,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-10756,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-10755,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-9862,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-9859,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-8940,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-8935,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-8017,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-8011,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-7095,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-7087,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-6202,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-6200,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-5280,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-5276,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-4358,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-4351,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-3435,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-3434,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-2542,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-2540,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-1615,26556,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-1615,26556,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-692,26556,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-690,26556,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,247,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
249,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1118,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1122,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1716,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1722,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1778,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1787,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1843,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1851,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1907,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1916,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1972,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1980,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2037,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2045,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2101,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2109,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2166,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2174,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2230,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2238,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2295,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2303,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2360,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2368,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2425,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2433,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2490,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2498,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2555,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2563,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2619,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2628,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2684,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2692,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2749,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2757,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2814,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2822,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2879,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2887,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2944,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2952,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3008,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3016,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3073,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3081,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3137,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3145,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3202,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3210,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3266,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3274,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3331,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3339,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3395,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3403,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3460,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3468,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3524,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3532,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3589,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3597,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3653,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3662,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3718,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3726,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3783,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3791,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3847,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3856,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3912,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3920,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3977,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3985,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4041,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4049,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4106,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4114,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4170,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4178,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4235,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4243,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4300,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4308,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,4365,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4373,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,5289,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5292,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,6307,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6311,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7247,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7253,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7658,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7665,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7721,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7729,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7786,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7794,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7850,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7858,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7915,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7923,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,7979,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7987,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8044,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8052,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8108,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8116,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8173,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8181,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8237,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8246,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8302,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8310,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8366,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8375,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8431,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8439,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8495,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8504,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8560,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8568,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8624,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8633,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,8689,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8697,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,9603,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9606,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,10525,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10530,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,11448,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11454,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,12370,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12378,26557,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13292,26557,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13295,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13359,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13363,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13420,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13428,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13484,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13492,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13549,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13557,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13613,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13621,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13678,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13686,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13742,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13750,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13807,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13815,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13871,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13879,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,13936,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13944,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14000,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14008,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14065,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14073,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14129,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14137,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14194,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14202,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14259,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14267,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14323,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14331,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14388,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14396,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14452,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14460,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14517,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14525,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14581,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14589,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14646,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14654,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14710,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14718,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14775,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14783,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14839,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14847,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14904,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14912,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,14968,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14977,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15033,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15041,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15097,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15106,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15162,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15170,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15227,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15235,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15291,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15299,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15356,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15364,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15420,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15428,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15485,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15493,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15549,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15557,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15614,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15622,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15678,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15686,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15743,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15751,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15807,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15815,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,15872,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15880,26557,0,0,1,0,0,0
